SINGLE-DAY EXECUTION TRACE — EURUSD M15 — 2023-02-20
Data inspection window: 2023-02-19 22:00 UTC to 2023-02-20 23:45 UTC
07:00 LOCK | Asian High=1.07038 Low=1.06735 Range=30.3 pips SL distance=7.6 pips Close=1.07018
Session type=RANGE | Momentum filter disabled=False | Bias=BULLISH | M15 structure=BULLISH | New-entry cutoff=18:00 UTC | Entry mode=limit

[00] 2023-02-20 07:00 UTC | O=1.07018 H=1.07047 L=1.06962 C=1.06973 | GATES circuit=OPEN cooldown=CLEAR spread=1.00p(model) | SIGNAL low_sweep=False high_sweep=True close_sweep_low=False close_sweep_high=True
[33] 2023-02-20 15:15 UTC | O=1.06862 H=1.06879 L=1.06845 C=1.06849 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[34] 2023-02-20 15:30 UTC | O=1.06849 H=1.06865 L=1.06832 C=1.06858 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[35] 2023-02-20 15:45 UTC | O=1.06853 H=1.06891 L=1.06841 C=1.06885 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[36] 2023-02-20 16:00 UTC | O=1.06884 H=1.06906 L=1.06863 C=1.06868 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[37] 2023-02-20 16:15 UTC | O=1.06868 H=1.06870 L=1.06842 C=1.06870 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[38] 2023-02-20 16:30 UTC | O=1.06870 H=1.06877 L=1.06865 C=1.06870 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[39] 2023-02-20 16:45 UTC | O=1.06870 H=1.06883 L=1.06856 C=1.06856 | GATES circuit=OPEN cooldown=CLEAR spread=0.70p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[40] 2023-02-20 17:00 UTC | O=1.06858 H=1.06869 L=1.06856 C=1.06865 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[41] 2023-02-20 17:15 UTC | O=1.06865 H=1.06866 L=1.06858 C=1.06861 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[42] 2023-02-20 17:30 UTC | O=1.06860 H=1.06862 L=1.06853 C=1.06854 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[43] 2023-02-20 17:45 UTC | O=1.06855 H=1.06863 L=1.06835 C=1.06836 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[44] 2023-02-20 18:00 UTC | O=1.06836 H=1.06854 L=1.06836 C=1.06854 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[45] 2023-02-20 18:15 UTC | O=1.06854 H=1.06860 L=1.06852 C=1.06858 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[46] 2023-02-20 18:30 UTC | O=1.06857 H=1.06861 L=1.06854 C=1.06860 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[47] 2023-02-20 18:45 UTC | O=1.06860 H=1.06875 L=1.06853 C=1.06874 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[48] 2023-02-20 19:00 UTC | O=1.06874 H=1.06874 L=1.06864 C=1.06864 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[49] 2023-02-20 19:15 UTC | O=1.06864 H=1.06871 L=1.06864 C=1.06865 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[50] 2023-02-20 19:30 UTC | O=1.06866 H=1.06868 L=1.06860 C=1.06863 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[51] 2023-02-20 19:45 UTC | O=1.06862 H=1.06871 L=1.06844 C=1.06844 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[52] 2023-02-20 20:00 UTC | O=1.06847 H=1.06852 L=1.06821 C=1.06846 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[53] 2023-02-20 20:15 UTC | O=1.06846 H=1.06860 L=1.06830 C=1.06843 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[54] 2023-02-20 20:30 UTC | O=1.06841 H=1.06860 L=1.06839 C=1.06857 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[55] 2023-02-20 20:45 UTC | O=1.06856 H=1.06859 L=1.06838 C=1.06853 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[56] 2023-02-20 21:00 UTC | O=1.06837 H=1.06839 L=1.06818 C=1.06825 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[57] 2023-02-20 21:15 UTC | O=1.06825 H=1.06836 L=1.06821 C=1.06826 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[58] 2023-02-20 21:30 UTC | O=1.06827 H=1.06867 L=1.06824 C=1.06860 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False

[59] 2023-02-20 21:45 UTC | O=1.06860 H=1.06861 L=1.06820 C=1.06837 | GATES circuit=OPEN cooldown=CLEAR spread=1.20p(model) | SIGNAL low_sweep=False high_sweep=False close_sweep_low=False close_sweep_high=False
